studyAccession,individualAccession,individualName,sampleAccession,sampleDescription,sampleName,gender,runAccession,dataName,experimentAccession,platform,strategy
HRA001272,HRI147551,N745956,HRS280926,,N745956_PT_S2012-11943_5,male,HRR366262,HRR366262_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366262/HRR366262_f1.fastq.gz,HRX305636,Null,WES
HRA001272,HRI147551,N745956,HRS280926,,N745956_PT_S2012-11943_5,male,HRR366262,HRR366262_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366262/HRR366262_r2.fastq.gz,HRX305636,Null,WES
HRA001272,HRI147551,N745956,HRS280926,,N745956_PT_S2012-11943_5,male,HRR366263,HRR366263_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366263/HRR366263_f1.fq.gz,HRX306245,Null,RNA-Seq
HRA001272,HRI147551,N745956,HRS280926,,N745956_PT_S2012-11943_5,male,HRR366263,HRR366263_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366263/HRR366263_r2.fq.gz,HRX306245,Null,RNA-Seq
HRA001272,HRI147552,N747038,HRS280927,,N747038_NC_S2012-12737_4,male,HRR366273,HRR366273_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366273/HRR366273_f1.fastq.gz,HRX305637,Null,WES
HRA001272,HRI147552,N747038,HRS280927,,N747038_NC_S2012-12737_4,male,HRR366273,HRR366273_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366273/HRR366273_r2.fastq.gz,HRX305637,Null,WES
HRA001272,HRI147552,N747038,HRS280928,,N747038_PT_S2012-12737_3,male,HRR366274,HRR366274_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366274/HRR366274_f1.fastq.gz,HRX305638,Null,WES
HRA001272,HRI147552,N747038,HRS280928,,N747038_PT_S2012-12737_3,male,HRR366274,HRR366274_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366274/HRR366274_r2.fastq.gz,HRX305638,Null,WES
HRA001272,HRI147552,N747038,HRS280928,,N747038_PT_S2012-12737_3,male,HRR366275,HRR366275_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366275/HRR366275_f1.fq.gz,HRX306246,Null,RNA-Seq
HRA001272,HRI147552,N747038,HRS280928,,N747038_PT_S2012-12737_3,male,HRR366275,HRR366275_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366275/HRR366275_r2.fq.gz,HRX306246,Null,RNA-Seq
HRA001272,HRI147553,N747235,HRS280929,,N747235_NC_S2012-13076_5,male,HRR366276,HRR366276_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366276/HRR366276_f1.fastq.gz,HRX305639,Null,WES
HRA001272,HRI147553,N747235,HRS280929,,N747235_NC_S2012-13076_5,male,HRR366276,HRR366276_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366276/HRR366276_r2.fastq.gz,HRX305639,Null,WES
HRA001272,HRI147553,N747235,HRS280930,,N747235_PT_S2012-13076_3,male,HRR366277,HRR366277_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366277/HRR366277_f1.fastq.gz,HRX305640,Null,WES
HRA001272,HRI147553,N747235,HRS280930,,N747235_PT_S2012-13076_3,male,HRR366277,HRR366277_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366277/HRR366277_r2.fastq.gz,HRX305640,Null,WES
HRA001272,HRI147553,N747235,HRS280930,,N747235_PT_S2012-13076_3,male,HRR366278,HRR366278_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366278/HRR366278_f1.fq.gz,HRX306247,Null,RNA-Seq
HRA001272,HRI147553,N747235,HRS280930,,N747235_PT_S2012-13076_3,male,HRR366278,HRR366278_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366278/HRR366278_r2.fq.gz,HRX306247,Null,RNA-Seq
HRA001272,HRI147554,N747242,HRS280931,,N747242_NC_S2012-12897_4,female,HRR366279,HRR366279_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366279/HRR366279_f1.fastq.gz,HRX305641,Null,WES
HRA001272,HRI147554,N747242,HRS280931,,N747242_NC_S2012-12897_4,female,HRR366279,HRR366279_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366279/HRR366279_r2.fastq.gz,HRX305641,Null,WES
HRA001272,HRI147554,N747242,HRS280932,,N747242_PT_S2012-12897_2,female,HRR366280,HRR366280_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366280/HRR366280_f1.fastq.gz,HRX305642,Null,WES
HRA001272,HRI147554,N747242,HRS280932,,N747242_PT_S2012-12897_2,female,HRR366280,HRR366280_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366280/HRR366280_r2.fastq.gz,HRX305642,Null,WES
HRA001272,HRI147554,N747242,HRS280932,,N747242_PT_S2012-12897_2,female,HRR366281,HRR366281_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366281/HRR366281_f1.fq.gz,HRX306248,Null,RNA-Seq
HRA001272,HRI147554,N747242,HRS280932,,N747242_PT_S2012-12897_2,female,HRR366281,HRR366281_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366281/HRR366281_r2.fq.gz,HRX306248,Null,RNA-Seq
HRA001272,HRI147555,N747433,HRS280933,,N747433_NC_S2012-13009_5,male,HRR366282,HRR366282_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366282/HRR366282_f1.fastq.gz,HRX305643,Null,WES
HRA001272,HRI147555,N747433,HRS280933,,N747433_NC_S2012-13009_5,male,HRR366282,HRR366282_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366282/HRR366282_r2.fastq.gz,HRX305643,Null,WES
HRA001272,HRI147555,N747433,HRS280934,,N747433_PT_S2012-13009_1,male,HRR366283,HRR366283_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366283/HRR366283_f1.fastq.gz,HRX305644,Null,WES
HRA001272,HRI147555,N747433,HRS280934,,N747433_PT_S2012-13009_1,male,HRR366283,HRR366283_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366283/HRR366283_r2.fastq.gz,HRX305644,Null,WES
HRA001272,HRI147555,N747433,HRS280934,,N747433_PT_S2012-13009_1,male,HRR366284,HRR366284_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366284/HRR366284_f1.fq.gz,HRX306249,Null,RNA-Seq
HRA001272,HRI147555,N747433,HRS280934,,N747433_PT_S2012-13009_1,male,HRR366284,HRR366284_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366284/HRR366284_r2.fq.gz,HRX306249,Null,RNA-Seq
HRA001272,HRI147556,N747644,HRS280935,,N747644_NC_S2012-13243_5,male,HRR366285,HRR366285_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366285/HRR366285_f1.fastq.gz,HRX305645,Null,WES
HRA001272,HRI147556,N747644,HRS280935,,N747644_NC_S2012-13243_5,male,HRR366285,HRR366285_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366285/HRR366285_r2.fastq.gz,HRX305645,Null,WES
HRA001272,HRI147556,N747644,HRS280936,,N747644_PT_S2012-13243_1,male,HRR366286,HRR366286_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366286/HRR366286_f1.fastq.gz,HRX305646,Null,WES
HRA001272,HRI147556,N747644,HRS280936,,N747644_PT_S2012-13243_1,male,HRR366286,HRR366286_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366286/HRR366286_r2.fastq.gz,HRX305646,Null,WES
HRA001272,HRI147556,N747644,HRS280936,,N747644_PT_S2012-13243_1,male,HRR366287,HRR366287_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366287/HRR366287_f1.fq.gz,HRX306250,Null,RNA-Seq
HRA001272,HRI147556,N747644,HRS280936,,N747644_PT_S2012-13243_1,male,HRR366287,HRR366287_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366287/HRR366287_r2.fq.gz,HRX306250,Null,RNA-Seq
HRA001272,HRI147557,N748312,HRS280937,,N748312_NC_S2012-13827_5,male,HRR366288,HRR366288_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366288/HRR366288_f1.fastq.gz,HRX305647,Null,WES
HRA001272,HRI147557,N748312,HRS280937,,N748312_NC_S2012-13827_5,male,HRR366288,HRR366288_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366288/HRR366288_r2.fastq.gz,HRX305647,Null,WES
HRA001272,HRI147557,N748312,HRS280938,,N748312_PT_S2012-13827_4,male,HRR366289,HRR366289_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366289/HRR366289_f1.fastq.gz,HRX305648,Null,WES
HRA001272,HRI147557,N748312,HRS280938,,N748312_PT_S2012-13827_4,male,HRR366289,HRR366289_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366289/HRR366289_r2.fastq.gz,HRX305648,Null,WES
HRA001272,HRI147557,N748312,HRS280938,,N748312_PT_S2012-13827_4,male,HRR366290,HRR366290_f1.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366290/HRR366290_f1.fq.gz,HRX306251,Null,RNA-Seq
HRA001272,HRI147557,N748312,HRS280938,,N748312_PT_S2012-13827_4,male,HRR366290,HRR366290_r2.fq.gz::/hpcdisk1/cbb_group/data/HRA001272/RNAseq/HRR366290/HRR366290_r2.fq.gz,HRX306251,Null,RNA-Seq
HRA001272,HRI147558,T191124,HRS281123,,T191124_NC_S2011-28300,male,HRR366533,HRR366533_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366533/HRR366533_f1.fastq.gz,HRX305833,Null,WES
HRA001272,HRI147558,T191124,HRS281123,,T191124_NC_S2011-28300,male,HRR366533,HRR366533_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366533/HRR366533_r2.fastq.gz,HRX305833,Null,WES
HRA001272,HRI147558,T191124,HRS281124,,T191124_PT_S2011-28300,male,HRR366534,HRR366534_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366534/HRR366534_f1.fastq.gz,HRX305834,Null,WES
HRA001272,HRI147558,T191124,HRS281124,,T191124_PT_S2011-28300,male,HRR366534,HRR366534_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366534/HRR366534_r2.fastq.gz,HRX305834,Null,WES
HRA001272,HRI147559,T191125,HRS281125,,T191125_NC_S2011-28857,female,HRR366535,HRR366535_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366535/HRR366535_f1.fastq.gz,HRX305835,Null,WES
HRA001272,HRI147559,T191125,HRS281125,,T191125_NC_S2011-28857,female,HRR366535,HRR366535_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366535/HRR366535_r2.fastq.gz,HRX305835,Null,WES
HRA001272,HRI147559,T191125,HRS281126,,T191125_PT_S2011-28857,female,HRR366536,HRR366536_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366536/HRR366536_f1.fastq.gz,HRX305836,Null,WES
HRA001272,HRI147559,T191125,HRS281126,,T191125_PT_S2011-28857,female,HRR366536,HRR366536_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366536/HRR366536_r2.fastq.gz,HRX305836,Null,WES
HRA001272,HRI147560,T191126,HRS281127,,T191126_NC_S2011-31733,male,HRR366537,HRR366537_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366537/HRR366537_f1.fastq.gz,HRX305837,Null,WES
HRA001272,HRI147560,T191126,HRS281127,,T191126_NC_S2011-31733,male,HRR366537,HRR366537_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366537/HRR366537_r2.fastq.gz,HRX305837,Null,WES
HRA001272,HRI147560,T191126,HRS281128,,T191126_PT_S2011-31733,male,HRR366538,HRR366538_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366538/HRR366538_f1.fastq.gz,HRX305838,Null,WES
HRA001272,HRI147560,T191126,HRS281128,,T191126_PT_S2011-31733,male,HRR366538,HRR366538_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366538/HRR366538_r2.fastq.gz,HRX305838,Null,WES
HRA001272,HRI147561,T191127,HRS281129,,T191127_NC_S2011-32058,male,HRR366539,HRR366539_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366539/HRR366539_f1.fastq.gz,HRX305839,Null,WES
HRA001272,HRI147561,T191127,HRS281129,,T191127_NC_S2011-32058,male,HRR366539,HRR366539_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366539/HRR366539_r2.fastq.gz,HRX305839,Null,WES
HRA001272,HRI147561,T191127,HRS281130,,T191127_PT_S2011-32058,male,HRR366540,HRR366540_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366540/HRR366540_f1.fastq.gz,HRX305840,Null,WES
HRA001272,HRI147561,T191127,HRS281130,,T191127_PT_S2011-32058,male,HRR366540,HRR366540_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366540/HRR366540_r2.fastq.gz,HRX305840,Null,WES
HRA001272,HRI147562,T191128,HRS281131,,T191128_NC_S2011-33739,male,HRR366541,HRR366541_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366541/HRR366541_f1.fastq.gz,HRX305841,Null,WES
HRA001272,HRI147562,T191128,HRS281131,,T191128_NC_S2011-33739,male,HRR366541,HRR366541_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366541/HRR366541_r2.fastq.gz,HRX305841,Null,WES
HRA001272,HRI147562,T191128,HRS281132,,T191128_PT_S2011-33739,male,HRR366542,HRR366542_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366542/HRR366542_f1.fastq.gz,HRX305842,Null,WES
HRA001272,HRI147562,T191128,HRS281132,,T191128_PT_S2011-33739,male,HRR366542,HRR366542_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366542/HRR366542_r2.fastq.gz,HRX305842,Null,WES
HRA001272,HRI147563,T191131,HRS281133,,T191131_NC_S2012-01186,male,HRR366543,HRR366543_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366543/HRR366543_f1.fastq.gz,HRX305843,Null,WES
HRA001272,HRI147563,T191131,HRS281133,,T191131_NC_S2012-01186,male,HRR366543,HRR366543_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366543/HRR366543_r2.fastq.gz,HRX305843,Null,WES
HRA001272,HRI147563,T191131,HRS281134,,T191131_PT_S2012-01186,male,HRR366544,HRR366544_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366544/HRR366544_f1.fastq.gz,HRX305844,Null,WES
HRA001272,HRI147563,T191131,HRS281134,,T191131_PT_S2012-01186,male,HRR366544,HRR366544_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366544/HRR366544_r2.fastq.gz,HRX305844,Null,WES
HRA001272,HRI147564,T191132,HRS281135,,T191132_NC_S2012-02027,male,HRR366545,HRR366545_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366545/HRR366545_f1.fastq.gz,HRX305845,Null,WES
HRA001272,HRI147564,T191132,HRS281135,,T191132_NC_S2012-02027,male,HRR366545,HRR366545_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366545/HRR366545_r2.fastq.gz,HRX305845,Null,WES
HRA001272,HRI147564,T191132,HRS281136,,T191132_PT_S2012-02027,male,HRR366546,HRR366546_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366546/HRR366546_f1.fastq.gz,HRX305846,Null,WES
HRA001272,HRI147564,T191132,HRS281136,,T191132_PT_S2012-02027,male,HRR366546,HRR366546_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366546/HRR366546_r2.fastq.gz,HRX305846,Null,WES
HRA001272,HRI147565,T191133,HRS281137,,T191133_NC_S2012-02500,male,HRR366547,HRR366547_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366547/HRR366547_f1.fastq.gz,HRX305847,Null,WES
HRA001272,HRI147565,T191133,HRS281137,,T191133_NC_S2012-02500,male,HRR366547,HRR366547_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366547/HRR366547_r2.fastq.gz,HRX305847,Null,WES
HRA001272,HRI147565,T191133,HRS281138,,T191133_PT_S2012-02500,male,HRR366548,HRR366548_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366548/HRR366548_f1.fastq.gz,HRX305848,Null,WES
HRA001272,HRI147565,T191133,HRS281138,,T191133_PT_S2012-02500,male,HRR366548,HRR366548_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366548/HRR366548_r2.fastq.gz,HRX305848,Null,WES
HRA001272,HRI147566,T191134,HRS281139,,T191134_NC_S2012-02517,male,HRR366549,HRR366549_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366549/HRR366549_f1.fastq.gz,HRX305849,Null,WES
HRA001272,HRI147566,T191134,HRS281139,,T191134_NC_S2012-02517,male,HRR366549,HRR366549_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366549/HRR366549_r2.fastq.gz,HRX305849,Null,WES
HRA001272,HRI147566,T191134,HRS281140,,T191134_PT_S2012-02517,male,HRR366550,HRR366550_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366550/HRR366550_f1.fastq.gz,HRX305850,Null,WES
HRA001272,HRI147566,T191134,HRS281140,,T191134_PT_S2012-02517,male,HRR366550,HRR366550_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366550/HRR366550_r2.fastq.gz,HRX305850,Null,WES
HRA001272,HRI147567,T191135,HRS281141,,T191135_NC_S2012-03784,male,HRR366551,HRR366551_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366551/HRR366551_f1.fastq.gz,HRX305851,Null,WES
HRA001272,HRI147567,T191135,HRS281141,,T191135_NC_S2012-03784,male,HRR366551,HRR366551_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366551/HRR366551_r2.fastq.gz,HRX305851,Null,WES
HRA001272,HRI147567,T191135,HRS281142,,T191135_PT_S2012-03784,male,HRR366552,HRR366552_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366552/HRR366552_f1.fastq.gz,HRX305852,Null,WES
HRA001272,HRI147567,T191135,HRS281142,,T191135_PT_S2012-03784,male,HRR366552,HRR366552_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366552/HRR366552_r2.fastq.gz,HRX305852,Null,WES
HRA001272,HRI147568,T191136,HRS281143,,T191136_NC_S2012-04892,male,HRR366553,HRR366553_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366553/HRR366553_f1.fastq.gz,HRX305853,Null,WES
HRA001272,HRI147568,T191136,HRS281143,,T191136_NC_S2012-04892,male,HRR366553,HRR366553_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366553/HRR366553_r2.fastq.gz,HRX305853,Null,WES
HRA001272,HRI147568,T191136,HRS281144,,T191136_PT_S2012-04892,male,HRR366554,HRR366554_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366554/HRR366554_f1.fastq.gz,HRX305854,Null,WES
HRA001272,HRI147568,T191136,HRS281144,,T191136_PT_S2012-04892,male,HRR366554,HRR366554_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366554/HRR366554_r2.fastq.gz,HRX305854,Null,WES
HRA001272,HRI147569,T191138,HRS281145,,T191138_NC_S2012-05772,male,HRR366555,HRR366555_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366555/HRR366555_f1.fastq.gz,HRX305855,Null,WES
HRA001272,HRI147569,T191138,HRS281145,,T191138_NC_S2012-05772,male,HRR366555,HRR366555_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366555/HRR366555_r2.fastq.gz,HRX305855,Null,WES
HRA001272,HRI147569,T191138,HRS281146,,T191138_PT_S2012-05772,male,HRR366556,HRR366556_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366556/HRR366556_f1.fastq.gz,HRX305856,Null,WES
HRA001272,HRI147569,T191138,HRS281146,,T191138_PT_S2012-05772,male,HRR366556,HRR366556_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366556/HRR366556_r2.fastq.gz,HRX305856,Null,WES
HRA001272,HRI147570,T191139,HRS281147,,T191139_NC_S2012-05942,male,HRR366557,HRR366557_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366557/HRR366557_f1.fastq.gz,HRX305857,Null,WES
HRA001272,HRI147570,T191139,HRS281147,,T191139_NC_S2012-05942,male,HRR366557,HRR366557_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366557/HRR366557_r2.fastq.gz,HRX305857,Null,WES
HRA001272,HRI147570,T191139,HRS281148,,T191139_PT_S2012-05942,male,HRR366558,HRR366558_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366558/HRR366558_f1.fastq.gz,HRX305858,Null,WES
HRA001272,HRI147570,T191139,HRS281148,,T191139_PT_S2012-05942,male,HRR366558,HRR366558_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366558/HRR366558_r2.fastq.gz,HRX305858,Null,WES
HRA001272,HRI147571,T191140,HRS281149,,T191140_NC_S2012-06583,male,HRR366559,HRR366559_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366559/HRR366559_f1.fastq.gz,HRX305859,Null,WES
HRA001272,HRI147571,T191140,HRS281149,,T191140_NC_S2012-06583,male,HRR366559,HRR366559_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366559/HRR366559_r2.fastq.gz,HRX305859,Null,WES
HRA001272,HRI147571,T191140,HRS281150,,T191140_PT_S2012-06583,male,HRR366560,HRR366560_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366560/HRR366560_f1.fastq.gz,HRX305860,Null,WES
HRA001272,HRI147571,T191140,HRS281150,,T191140_PT_S2012-06583,male,HRR366560,HRR366560_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366560/HRR366560_r2.fastq.gz,HRX305860,Null,WES
HRA001272,HRI147572,T191141,HRS281151,,T191141_NC_S2012-08865,female,HRR366561,HRR366561_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366561/HRR366561_f1.fastq.gz,HRX305861,Null,WES
HRA001272,HRI147572,T191141,HRS281151,,T191141_NC_S2012-08865,female,HRR366561,HRR366561_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366561/HRR366561_r2.fastq.gz,HRX305861,Null,WES
HRA001272,HRI147572,T191141,HRS281152,,T191141_PT_S2012-08865,female,HRR366562,HRR366562_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366562/HRR366562_f1.fastq.gz,HRX305862,Null,WES
HRA001272,HRI147572,T191141,HRS281152,,T191141_PT_S2012-08865,female,HRR366562,HRR366562_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366562/HRR366562_r2.fastq.gz,HRX305862,Null,WES
HRA001272,HRI147573,T191142,HRS281153,,T191142_NC_S2012-09879,male,HRR366563,HRR366563_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366563/HRR366563_f1.fastq.gz,HRX305863,Null,WES
HRA001272,HRI147573,T191142,HRS281153,,T191142_NC_S2012-09879,male,HRR366563,HRR366563_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366563/HRR366563_r2.fastq.gz,HRX305863,Null,WES
HRA001272,HRI147573,T191142,HRS281154,,T191142_PT_S2012-09879,male,HRR366564,HRR366564_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366564/HRR366564_f1.fastq.gz,HRX305864,Null,WES
HRA001272,HRI147573,T191142,HRS281154,,T191142_PT_S2012-09879,male,HRR366564,HRR366564_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366564/HRR366564_r2.fastq.gz,HRX305864,Null,WES
HRA001272,HRI147574,T191143,HRS281155,,T191143_NC_S2012-10563,male,HRR366565,HRR366565_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366565/HRR366565_f1.fastq.gz,HRX305865,Null,WES
HRA001272,HRI147574,T191143,HRS281155,,T191143_NC_S2012-10563,male,HRR366565,HRR366565_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366565/HRR366565_r2.fastq.gz,HRX305865,Null,WES
HRA001272,HRI147574,T191143,HRS281156,,T191143_PT_S2012-10563,male,HRR366566,HRR366566_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366566/HRR366566_f1.fastq.gz,HRX305866,Null,WES
HRA001272,HRI147574,T191143,HRS281156,,T191143_PT_S2012-10563,male,HRR366566,HRR366566_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366566/HRR366566_r2.fastq.gz,HRX305866,Null,WES
HRA001272,HRI147575,T191144,HRS281157,,T191144_NC_S2012-10900,male,HRR366567,HRR366567_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366567/HRR366567_f1.fastq.gz,HRX305867,Null,WES
HRA001272,HRI147575,T191144,HRS281157,,T191144_NC_S2012-10900,male,HRR366567,HRR366567_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366567/HRR366567_r2.fastq.gz,HRX305867,Null,WES
HRA001272,HRI147575,T191144,HRS281158,,T191144_PT_S2012-10900,male,HRR366568,HRR366568_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366568/HRR366568_f1.fastq.gz,HRX305868,Null,WES
HRA001272,HRI147575,T191144,HRS281158,,T191144_PT_S2012-10900,male,HRR366568,HRR366568_r2.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366568/HRR366568_r2.fastq.gz,HRX305868,Null,WES
HRA001272,HRI147576,T191146,HRS281159,,T191146_NC_S2012-12368,male,HRR366569,HRR366569_f1.fastq.gz::/hpcdisk1/cbb_group/data/HRA001272/WES/HRR366569/HRR366569_f1.fastq.gz,HRX305869,Null,WES
